modelParams|clParams|alpha,modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,modelParams|sensorParams|encoders|value:n,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.07502500000000001,3.375,107,0.025225000000000004,15,11,4
