jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|tmParams|minThreshold,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|value:n,  modelParams|tmParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tmParams|pamLength,  modelParams|clParams|alpha,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|inferenceType,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=value,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=value, 
1042,  3045,  completed,  eof,  2017-09-22 07:47:03,  2017-09-22 07:47:09,  6,  modelParams|tmParams|minThreshold_12.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  12,  1,  None,  16,  None,  5,  0.1,  None,  521,  NontemporalMultiStep,  0.0003,  123.570135727,  38.158481113, 
1042,  3046,  completed,  eof,  2017-09-22 07:47:04,  2017-09-22 07:47:12,  8,  modelParams|tmParams|minThreshold_12.modelParams|sensorParams|encoders|value:n_521.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  12,  None,  521,  16,  None,  5,  0.1,  None,  521,  NontemporalMultiStep,  0.0003,  79.2568968074,  24.4745446146, 
1042,  3047,  completed,  eof,  2017-09-22 07:47:09,  2017-09-22 07:47:25,  16,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.025075.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.75.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.075075,  2500,  10,  None,  None,  13,  None,  2,  0.025075,  4.75,  151,  TemporalMultiStep,  0.075075,  126.64895253,  39.1092203197, 
1042,  3048,  completed,  eof,  2017-09-22 07:47:12,  2017-09-22 07:47:29,  17,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_13.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_9.125.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.025075.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.075075,  2500,  10,  None,  None,  13,  9.125,  2,  0.025075,  None,  151,  TemporalMultiStep,  0.075075,  170.455876841,  52.6368067715, 
1042,  3049,  completed,  eof,  2017-09-22 07:47:25,  2017-09-22 07:47:36,  11,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.025075.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.075075,  2500,  10,  1,  None,  13,  None,  2,  0.025075,  None,  151,  TemporalMultiStep,  0.075075,  130.587669482,  40.3254968538, 
1042,  3050,  completed,  eof,  2017-09-22 07:47:29,  2017-09-22 07:47:44,  15,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_147.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.025075.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|inferenceType_TemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.075075,  2500,  10,  None,  147,  13,  None,  2,  0.025075,  None,  151,  TemporalMultiStep,  0.075075,  112.497827109,  34.7393501329, 
1042,  3051,  completed,  eof,  2017-09-22 07:47:36,  2017-09-22 07:47:42,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.075025.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.25.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.025225,  2500,  11,  None,  None,  15,  None,  4,  0.075025,  2.25,  398,  NontemporalMultiStep,  0.025225,  107.479140175,  33.1895786653, 
1042,  3052,  completed,  eof,  2017-09-22 07:47:42,  2017-09-22 07:47:48,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_15.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_3.375.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.075025.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.025225,  2500,  11,  None,  None,  15,  3.375,  4,  0.075025,  None,  398,  NontemporalMultiStep,  0.025225,  127.891068981,  39.4927861131, 
1042,  3053,  completed,  eof,  2017-09-22 07:47:44,  2017-09-22 07:47:50,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.075025.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.025225,  2500,  11,  1,  None,  15,  None,  4,  0.075025,  None,  398,  NontemporalMultiStep,  0.025225,  130.255658467,  40.2229717903, 
1042,  3054,  completed,  eof,  2017-09-22 07:47:48,  2017-09-22 07:47:55,  7,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|value:n_396.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.075025.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.025225,  2500,  11,  None,  396,  15,  None,  4,  0.075025,  None,  398,  NontemporalMultiStep,  0.025225,  76.8745960875,  23.7388897051, 
1042,  3055,  completed,  eof,  2017-09-22 07:47:50,  2017-09-22 07:47:56,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.075893518938.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.73510139028.modelParams|sensorParams|encoders|_classifierInput|n_422.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0287156521553,  2500,  11,  None,  None,  15,  None,  4,  0.075893518938,  2.73510139028,  422,  NontemporalMultiStep,  0.0287156521553,  105.234023905,  32.4962863395, 
1042,  3056,  completed,  eof,  2017-09-22 07:47:55,  2017-09-22 07:48:01,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0956003484444.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00229630431068,  2500,  11,  None,  None,  16,  12,  5,  0.0956003484444,  None,  521,  NontemporalMultiStep,  0.00229630431068,  130.305109062,  40.2382421433, 
1042,  3057,  completed,  eof,  2017-09-22 07:47:56,  2017-09-22 07:48:02,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|_classifierInput|n_517.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0112901772453,  2500,  11,  1,  None,  16,  None,  5,  0.1,  None,  517,  NontemporalMultiStep,  0.0112901772453,  122.110894826,  37.7078672486, 
1042,  3058,  completed,  eof,  2017-09-22 07:48:01,  2017-09-22 07:48:08,  7,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|value:n_296.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.055045.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.055135,  2500,  11,  None,  296,  14,  None,  3,  0.055045,  None,  299,  NontemporalMultiStep,  0.055135,  75.0792172066,  23.1844763696, 
1042,  3059,  completed,  eof,  2017-09-22 07:48:02,  2017-09-22 07:48:08,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0583755751733.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.15876159097.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0294268863957,  2500,  10,  None,  None,  15,  None,  4,  0.0583755751733,  2.15876159097,  398,  NontemporalMultiStep,  0.0294268863957,  103.848813003,  32.0685329531, 
1042,  3060,  completed,  eof,  2017-09-22 07:48:08,  2017-09-22 07:48:14,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0762156968887.modelParams|sensorParams|encoders|_classifierInput|n_497.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  11,  None,  None,  16,  12,  4,  0.0762156968887,  None,  497,  NontemporalMultiStep,  0.0003,  127.464803536,  39.3611552634, 
1042,  3061,  completed,  eof,  2017-09-22 07:48:08,  2017-09-22 07:48:14,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0918849959146.modelParams|sensorParams|encoders|_classifierInput|n_437.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0269616006965,  2500,  10,  1,  None,  16,  None,  5,  0.0918849959146,  None,  437,  NontemporalMultiStep,  0.0269616006965,  128.919277915,  39.8102972247, 
1042,  3062,  completed,  eof,  2017-09-22 07:48:14,  2017-09-22 07:48:21,  7,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_291.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0397158832888.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0574301738796,  2500,  10,  None,  291,  14,  None,  3,  0.0397158832888,  None,  275,  NontemporalMultiStep,  0.0574301738796,  74.5835198127,  23.0314049213, 
1042,  3063,  completed,  eof,  2017-09-22 07:48:14,  2017-09-22 07:48:20,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0602579485773.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.13122598326.modelParams|sensorParams|encoders|_classifierInput|n_422.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0361581531923,  2500,  10,  None,  None,  15,  None,  4,  0.0602579485773,  3.13122598326,  422,  NontemporalMultiStep,  0.0361581531923,  101.794835572,  31.4342643368, 
1042,  3064,  completed,  eof,  2017-09-22 07:48:20,  2017-09-22 07:48:26,  6,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.095005.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.005285,  2500,  12,  None,  None,  16,  12,  5,  0.095005,  None,  521,  NontemporalMultiStep,  0.005285,  126.50913448,  39.0660444795, 
1042,  3065,  completed,  eof,  2017-09-22 07:48:21,  2017-09-22 07:48:27,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.095005.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0149512462059,  2500,  11,  1,  None,  16,  None,  5,  0.095005,  None,  521,  NontemporalMultiStep,  0.0149512462059,  123.686898073,  38.1945373472, 
1042,  3066,  completed,  eof,  2017-09-22 07:48:26,  2017-09-22 07:48:33,  7,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_341.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0460591870093.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0658403434765,  2500,  10,  None,  341,  14,  None,  4,  0.0460591870093,  None,  299,  NontemporalMultiStep,  0.0658403434765,  74.4838960096,  23.0006410722, 
1042,  3067,  completed,  eof,  2017-09-22 07:48:27,  2017-09-22 07:48:32,  5,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.049449864653.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.18568680077.modelParams|sensorParams|encoders|_classifierInput|n_447.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0288399413108,  2500,  10,  None,  None,  15,  None,  4,  0.049449864653,  3.18568680077,  447,  NontemporalMultiStep,  0.0288399413108,  98.2977032915,  30.3543492319, 
1042,  3068,  completed,  eof,  2017-09-22 07:48:33,  2017-09-22 07:48:39,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_15.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_11.6282044105.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0809130226666.modelParams|sensorParams|encoders|_classifierInput|n_497.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  11,  None,  None,  15,  11.6282044105,  4,  0.0809130226666,  None,  497,  NontemporalMultiStep,  0.0003,  138.773302303,  42.8532218058, 
1042,  3069,  completed,  eof,  2017-09-22 07:48:33,  2017-09-22 07:48:39,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.092664996936.modelParams|sensorParams|encoders|_classifierInput|n_451.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0139890120738,  2500,  11,  1,  None,  16,  None,  5,  0.092664996936,  None,  451,  NontemporalMultiStep,  0.0139890120738,  120.807244268,  37.3052997116, 
1042,  3070,  completed,  eof,  2017-09-22 07:48:39,  2017-09-22 07:48:45,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_294.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0371174577775.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.060301690956,  2500,  10,  None,  294,  14,  None,  3,  0.0371174577775,  None,  275,  NontemporalMultiStep,  0.060301690956,  74.4511407257,  22.9905262343, 
1042,  3071,  completed,  eof,  2017-09-22 07:48:39,  2017-09-22 07:48:45,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0486805027578.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.25970178659.modelParams|sensorParams|encoders|_classifierInput|n_472.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0240716706892,  2500,  10,  None,  None,  15,  None,  4,  0.0486805027578,  3.25970178659,  472,  NontemporalMultiStep,  0.0240716706892,  100.408402806,  31.0061336382, 
1042,  3072,  completed,  eof,  2017-09-22 07:48:45,  2017-09-22 07:48:51,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0903076742222.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00379065215534,  2500,  11,  None,  None,  16,  12,  5,  0.0903076742222,  None,  521,  NontemporalMultiStep,  0.00379065215534,  124.468684282,  38.4359530754, 
1042,  3073,  completed,  eof,  2017-09-22 07:48:45,  2017-09-22 07:48:51,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0871190773914.modelParams|sensorParams|encoders|_classifierInput|n_469.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0103575546821,  2500,  10,  1,  None,  16,  None,  5,  0.0871190773914,  None,  469,  NontemporalMultiStep,  0.0103575546821,  123.733278918,  38.208859761, 
1042,  3074,  completed,  eof,  2017-09-22 07:48:51,  2017-09-22 07:48:57,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_281.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0392521504804.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0574196709973,  2500,  10,  None,  281,  14,  None,  3,  0.0392521504804,  None,  299,  NontemporalMultiStep,  0.0574196709973,  74.3035511372,  22.9449505417, 
1042,  3075,  completed,  eof,  2017-09-22 07:48:51,  2017-09-22 07:48:57,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0602798830709.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.90971554319.modelParams|sensorParams|encoders|_classifierInput|n_484.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0234888059537,  2500,  10,  None,  None,  15,  None,  5,  0.0602798830709,  2.90971554319,  484,  NontemporalMultiStep,  0.0234888059537,  102.773070566,  31.7363434864, 
1042,  3076,  completed,  eof,  2017-09-22 07:48:57,  2017-09-22 07:49:03,  6,  modelParams|tmParams|minThreshold_12.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  12,  None,  None,  16,  12,  5,  0.1,  None,  521,  NontemporalMultiStep,  0.0003,  124.694341135,  38.5056359539, 
1042,  3077,  completed,  eof,  2017-09-22 07:48:57,  2017-09-22 07:49:03,  6,  modelParams|tmParams|minThreshold_12.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|_classifierInput|n_520.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00394894141022,  2500,  12,  1,  None,  16,  None,  5,  0.1,  None,  520,  NontemporalMultiStep,  0.00394894141022,  122.459406609,  37.8154877526, 
1042,  3078,  completed,  eof,  2017-09-22 07:49:03,  2017-09-22 07:49:10,  7,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_289.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0434712371833.modelParams|sensorParams|encoders|_classifierInput|n_305.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0588028956485,  2500,  10,  None,  289,  14,  None,  3,  0.0434712371833,  None,  305,  NontemporalMultiStep,  0.0588028956485,  74.1893017758,  22.9096703175, 
1042,  3079,  completed,  eof,  2017-09-22 07:49:04,  2017-09-22 07:49:10,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0654935042092.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.28223196289.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0111614733361,  2500,  11,  None,  None,  16,  None,  5,  0.0654935042092,  3.28223196289,  521,  NontemporalMultiStep,  0.0111614733361,  109.508423893,  33.8162218583, 
1042,  3080,  completed,  eof,  2017-09-22 07:49:10,  2017-09-22 07:49:16,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_10.5625.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0709209332265.modelParams|sensorParams|encoders|_classifierInput|n_454.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0163979807533,  2500,  11,  None,  None,  16,  10.5625,  4,  0.0709209332265,  None,  454,  NontemporalMultiStep,  0.0163979807533,  135.804696234,  41.9365156944, 
1042,  3081,  completed,  eof,  2017-09-22 07:49:10,  2017-09-22 07:49:16,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.078456660895.modelParams|sensorParams|encoders|_classifierInput|n_359.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0298228857227,  2500,  10,  1,  None,  16,  None,  5,  0.078456660895,  None,  359,  NontemporalMultiStep,  0.0298228857227,  128.138302414,  39.5691318435, 
1042,  3082,  completed,  eof,  2017-09-22 07:49:16,  2017-09-22 07:49:22,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|value:n_356.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0526688968682.modelParams|sensorParams|encoders|_classifierInput|n_367.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0482427389706,  2500,  11,  None,  356,  15,  None,  3,  0.0526688968682,  None,  367,  NontemporalMultiStep,  0.0482427389706,  74.5624631142,  23.0249026088, 
1042,  3083,  completed,  eof,  2017-09-22 07:49:16,  2017-09-22 07:49:22,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0413001117024.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.45825024546.modelParams|sensorParams|encoders|_classifierInput|n_423.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0373657251795,  2500,  10,  None,  None,  15,  None,  4,  0.0413001117024,  2.45825024546,  423,  NontemporalMultiStep,  0.0373657251795,  96.1872669944,  29.7026461071, 
1042,  3084,  completed,  eof,  2017-09-22 07:49:22,  2017-09-22 07:49:28,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0911521524279.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00385118979185,  2500,  11,  None,  None,  16,  12,  5,  0.0911521524279,  None,  521,  NontemporalMultiStep,  0.00385118979185,  125.771223028,  38.8381772846, 
1042,  3085,  completed,  eof,  2017-09-22 07:49:22,  2017-09-22 07:49:28,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0925317541553.modelParams|sensorParams|encoders|_classifierInput|n_464.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0147986113583,  2500,  11,  1,  None,  16,  None,  5,  0.0925317541553,  None,  464,  NontemporalMultiStep,  0.0147986113583,  126.420332962,  39.0386225543, 
1042,  3086,  completed,  eof,  2017-09-22 07:49:28,  2017-09-22 07:49:34,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_250.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0304727784173.modelParams|sensorParams|encoders|_classifierInput|n_250.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0747660599531,  2500,  10,  None,  250,  13,  None,  2,  0.0304727784173,  None,  250,  NontemporalMultiStep,  0.0747660599531,  74.1640809358,  22.9018821173, 
1042,  3087,  completed,  eof,  2017-09-22 07:49:28,  2017-09-22 07:49:34,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0487403664527.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.20398902205.modelParams|sensorParams|encoders|_classifierInput|n_497.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0263181134359,  2500,  10,  None,  None,  15,  None,  4,  0.0487403664527,  2.20398902205,  497,  NontemporalMultiStep,  0.0263181134359,  97.2925843266,  30.0439683068, 
1042,  3088,  completed,  eof,  2017-09-22 07:49:34,  2017-09-22 07:49:40,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_15.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_10.4878992611.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0719334321683.modelParams|sensorParams|encoders|_classifierInput|n_454.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0163979807533,  2500,  11,  None,  None,  15,  10.4878992611,  4,  0.0719334321683,  None,  454,  NontemporalMultiStep,  0.0163979807533,  134.831713553,  41.6360584599, 
1042,  3089,  completed,  eof,  2017-09-22 07:49:35,  2017-09-22 07:49:41,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.1.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  11,  1,  None,  16,  None,  5,  0.1,  None,  521,  NontemporalMultiStep,  0.0003,  123.570135727,  38.158481113, 
